41	3	2	11	1	1	1	4	4	
42	3	2	12	1	2	1	4	4	
43	3	2	8	1	1	1	3	4	
44	3	2	11	1	1	1	4	4	
45	3	2	12	1	1	1	5	3	
46	3	2	11	0	1	1	5	4	
47	3	2	16	0	1	1	3	4	
48	3	2	10	0	1	1	4	3	
49	3	2	7	1	1	1	4	3	
50	3	2	9	1	1	1	4	4	
51	3	2	12	1	1	1	5	4	
52	3	2	21	0	1	1	5	3	
53	3	2	11	0	1	1	5	3	
54	3	2	15	0	1	1	5	4	
55	3	2	6	0	1	1	4	4	
56	3	2	9	0	1	1	5	3	
57	3	1	14	1	1	1	4	3	
58	3	2	10	1	1	1	5	4	
59	4	2	5	0	1	1	4	3	
60	5	2	16	1	1	1	4	3	
61	5	1	13	1	1	1	5	4	
62	4	2	15	0	1	1	4	4	
63	4	2	10	0	1	1	4	4	
64	3	2	11	0	1	1	5	5	
65	4	2	5	1	1	1	5	4	
66	4	2	3	1	1	1	5	5	
67	5	2	6	1	1	1	4	5	
68	5	2	9	1	1	1	4	5	
69	5	2	9	0	1	1	4	3	
70	5	2	5	1	1	1	4	4	
71	5	2	8	0	2	1	4	5	
72	4	2	11	0	1	1	4	5	
73	4	2	11	0	1	1	4	4	
74	4	2	9	0	1	1	4	3	
75	4	2	8	1	1	1	3	4	
76	5	2	13	1	1	1	4	3	
77	5	2	13	1	1	1	4	3	
78	4	3	9	1	1	1	3	2	
79	5	3	7	0	1	1	2	2	
80	4	2	14	1	1	1	3	3	
81	5	2	7	1	1	1	3	2	
82	4	2	20	1	1	2	2	2	
83	4	2	20	0	1	2	2	2	
84	5	3	15	0	1	1	2	1	
85	5	2	15	0	1	1	2	1	
86	5	3	8	1	1	1	2	2	
87	4	2	6	0	1	1	3	3	
88	4	2	6	0	1	1	3	2	
89	4	2	5	0	1	1	3	3	
90	4	2	14	0	1	1	2	4	
91	4	3	12	1	1	1	2	3	
92	4	2	7	0	1	1	2	1	
93	4	2	11	1	1	1	2	2	
94	4	2	9	1	1	1	1	1	
95	3	2	6	0	1	1	1	1	
96	3	2	7	1	1	1	1	2	
97	3	2	10	1	1	1	2	2	
98	3	2	9	0	1	1	2	3	
99	3	2	12	1	1	1	1	2	
100	4	3	10	1	1	1	1	1	
101	4	3	8	0	1	1	1	2	
102	4	2	4	0	1	1	2	2	
103	4	2	9	0	1	1	1	2	
104	3	2	10	1	1	1	1	2	
105	3	2	8	1	1	1	1	2	
106	3	2	8	1	1	2	1	2	
107	4	3	10	0	1	2	2	1	
108	4	3	11	0	1	1	1	2	
109	4	2	7	1	1	1	1	3	
110	5	2	9	0	1	1	1	2	
111	5	2	5	0	1	1	1	1	
112	5	2	9	0	1	1	1	2	
113	4	2	14	0	1	1	1	2	
114	4	2	9	1	1	1	2	1	
115	4	2	5	1	1	1	1	1	
116	4	2	4	0	1	1	1	1	
117	4	2	5	1	1	1	1	1	
118	3	2	7	1	1	1	1	1	
119	3	2	11	1	1	1	1	1	
120	3	2	8	0	1	1	1	1	
121	3	2	14	1	1	1	1	1	
122	3	2	10	1	1	1	2	2	
123	4	2	6	1	1	1	2	1	
124	4	3	9	1	1	1	1	1	
125	4	2	11	0	1	1	1	1	
126	4	2	9	0	1	1	1	1	
127	4	2	10	1	1	1	1	2	
128	4	2	6	0	1	1	1	1	
129	4	2	10	1	1	1	1	1	
130	4	2	10	1	1	1	1	1	
131	5	3	6	0	1	1	1	1	
132	5	3	12	0	1	1	2	2	
133	5	3	9	0	1	1	1	1	
134	4	2	9	1	1	1	2	1	
135	3	1	9	1	1	1	2	2	
136	4	2	10	1	1	1	2	2	
137	4	2	20	1	1	1	1	1	
138	3	2	16	1	1	1	1	1	
139	3	1	11	0	1	1	1	1	
140	4	2	9	0	1	1	1	1	
141	4	2	12	0	1	1	1	1	
142	3	2	6	1	1	1	1	2	
143	3	2	6	1	1	1	1	1	
144	3	2	12	0	1	1	1	1	
145	3	1	8	0	1	1	2	1	
146	3	1	5	1	1	1	2	1	
147	3	2	4	0	1	1	1	2	
148	4	3	4	1	1	1	1	1	
149	5	2	12	1	1	1	1	1	
150	4	2	16	0	1	1	1	1	
151	4	1	9	0	1	1	1	1	
152	4	2	8	0	1	1	1	1	
153	4	1	11	1	1	1	2	2	
154	5	2	12	0	1	1	1	1	
155	4	2	10	1	1	1	1	2	
156	4	2	4	0	1	1	1	1	
157	4	2	11	1	1	1	1	1	
158	4	2	9	0	1	1	1	1	
159	5	2	8	0	1	1	1	1	
160	4	2	4	0	1	1	1	2	
161	5	2	9	0	1	1	1	1	
162	5	2	6	0	1	1	1	1	
163	5	1	5	0	1	1	2	1	
164	5	1	9	0	1	1	1	1	
165	5	2	12	0	1	1	1	1	
166	4	3	9	1	1	1	1	1	
167	4	2	6	1	1	1	1	2	
168	4	2	9	1	1	1	1	1	
169	4	1	12	1	1	1	1	1	
170	4	1	8	1	1	2	1	1	
171	4	2	4	1	1	1	1	1	
172	5	2	3	1	1	1	1	1	
173	4	2	7	0	1	1	1	1	
174	5	1	11	0	1	1	1	1	
175	5	1	10	1	1	1	1	1	
176	4	2	10	1	1	1	1	1	
177	4	2	13	1	1	1	1	1	
178	4	2	9	0	1	1	1	2	
179	3	2	6	0	1	1	1	1	
180	3	2	6	0	1	1	1	1	
181	4	2	5	1	1	1	1	1	
182	4	2	5	1	1	1	1	1	
183	4	2	5	1	1	1	1	1	
184	4	2	7	0	1	1	1	1	
185	4	2	5	1	1	1	1	1	
186	4	1	7	0	1	1	1	1	
187	4	2	6	1	1	1	1	2	
188	5	2	15	0	1	1	1	1	
189	4	3	9	1	1	1	1	1	
190	4	2	13	1	1	1	1	1	
191	4	1	13	0	1	1	1	1	
192	4	2	9	1	1	1	1	1	
193	5	2	4	0	1	1	1	1	
194	4	2	7	0	1	1	1	1	
195	4	1	11	1	1	1	1	1	
196	4	2	12	1	1	1	1	1	
197	4	2	8	1	1	1	1	1	
198	4	2	4	0	1	1	1	1	
199	3	1	6	0	1	1	1	1	
200	4	2	10	0	1	1	1	1	
201	3	2	12	1	1	1	1	1	
202	3	2	10	1	1	1	1	1	
203	4	2	6	0	1	1	1	1	
204	4	2	4	0	1	1	1	1	
205	3	2	8	1	1	1	1	1	
206	3	2	10	1	1	1	1	1	
207	3	2	11	1	1	1	1	1	
208	4	2	10	1	1	1	1	2	
209	3	1	7	1	1	1	1	1	
210	2	1	5	1	1	1	1	2	
211	3	2	3	0	1	1	1	1	
212	3	2	5	0	0	1	1	1	
213	3	1	9	1	0	1	1	1	
214	3	2	5	0	1	1	1	1	
215	3	2	9	1	1	1	1	1	
216	3	1	7	1	1	1	1	1	
217	3	1	17	0	0	1	1	2	
218	3	2	9	0	1	1	1	2	
219	3	2	7	0	1	1	1	2	
220	3	2	4	1	0	0	1	1	
