41	1	1	7	1	0	1	23	31	
42	1	1	9	1	0	0	23	30	
43	1	1	5	0	0	0	23	29	
44	1	1	5	1	0	0	22	26	
45	1	1	11	1	0	0	21	25	
46	2	1	9	1	0	1	19	23	
47	5	1	4	1	0	1	17	22	
48	10	1	10	1	0	0	17	20	
49	12	1	12	1	0	0	15	19	
50	13	1	5	1	0	1	13	17	
51	14	1	8	1	0	1	12	15	
52	14	1	11	1	0	0	12	13	
53	14	3	5	1	0	0	10	13	
54	14	3	7	1	0	0	10	13	
55	15	3	8	1	0	0	8	11	
56	15	4	4	0	1	0	6	12	
57	15	4	7	1	0	0	4	10	
58	15	4	9	1	0	1	4	9	
59	16	4	11	0	0	1	5	8	
60	15	4	7	1	0	1	4	8	
61	14	4	6	1	0	0	4	7	
62	14	4	5	1	0	1	4	6	
63	14	5	9	1	1	1	4	5	
64	13	4	8	1	1	0	4	5	
65	13	5	5	1	0	1	4	5	
66	14	5	12	1	1	1	4	4	
67	13	5	10	1	0	0	4	5	
68	13	5	11	1	1	1	3	5	
69	12	5	7	1	0	0	3	4	
70	12	4	11	1	1	0	4	4	
71	11	4	18	1	0	1	4	3	
72	11	5	12	1	0	0	4	3	
73	10	4	11	1	1	0	3	4	
74	10	4	12	1	1	0	3	4	
75	10	5	7	1	0	0	3	4	
76	10	5	7	1	0	0	3	4	
77	9	5	6	1	0	0	3	3	
78	9	4	5	1	1	1	2	2	
79	9	4	7	1	1	0	3	2	
80	9	4	9	1	0	0	3	2	
81	9	4	7	1	0	1	3	1	
82	10	4	8	1	0	1	3	1	
83	10	5	17	1	1	1	3	2	
84	11	4	4	0	1	1	3	2	
85	11	4	8	1	1	0	3	1	
86	10	4	9	1	0	0	3	1	
87	9	3	7	1	0	1	2	2	
88	8	3	7	0	1	1	2	2	
89	8	3	17	1	1	1	3	3	
90	8	4	13	1	1	1	3	2	
91	7	3	16	0	1	1	4	2	
92	7	3	7	1	0	0	4	2	
93	8	3	7	1	1	1	3	2	
94	8	2	7	1	1	0	2	2	
95	8	2	10	0	1	0	3	2	
96	8	3	13	1	1	0	3	2	
97	9	3	8	1	1	1	3	1	
98	9	3	12	1	1	0	3	1	
99	9	4	16	1	1	0	3	2	
100	9	4	13	1	0	1	3	2	
101	9	3	7	0	1	0	3	2	
102	9	4	10	0	1	0	3	1	
103	9	4	11	1	1	1	3	2	
104	9	4	16	1	1	1	2	2	
105	9	3	11	0	1	1	3	2	
106	9	3	6	0	1	0	3	1	
107	9	3	12	0	1	1	2	2	
108	8	3	16	1	1	1	2	1	
109	9	4	7	1	1	1	2	1	
110	9	3	7	1	1	1	3	1	
111	8	3	6	1	1	1	2	2	
112	8	3	7	0	1	1	3	2	
113	9	3	10	0	0	1	2	1	
114	9	3	7	0	1	1	2	1	
115	9	3	7	1	1	1	1	1	
116	9	3	10	0	1	0	1	2	
117	10	3	7	0	0	1	1	1	
118	10	3	11	1	1	1	2	1	
119	9	3	8	0	1	0	2	1	
120	9	3	9	1	1	0	1	1	
121	10	4	10	0	1	1	2	1	
122	10	4	7	0	1	1	1	0	
123	10	4	15	1	1	1	2	0	
124	10	3	12	1	1	1	1	0	
125	10	4	13	1	0	1	1	1	
126	10	4	18	1	0	1	1	1	
127	9	3	18	1	0	1	2	1	
128	9	3	8	0	1	1	2	1	
129	10	4	9	0	1	1	1	1	
130	10	3	9	0	1	1	1	0	
131	9	3	6	1	1	1	1	1	
132	10	4	5	0	1	1	1	1	
133	9	3	16	0	1	1	1	1	
134	9	3	13	0	1	1	1	1	
135	9	3	13	0	1	1	1	1	
136	9	3	7	0	1	1	1	0	
137	10	3	7	0	1	1	1	1	
138	10	4	6	0	1	1	1	1	
139	10	4	6	0	1	1	1	1	
140	9	4	5	0	1	1	1	1	
141	8	4	8	0	1	1	1	1	
142	10	4	5	0	1	1	1	1	
143	10	4	11	1	1	0	1	2	
144	9	4	15	1	1	1	1	0	
145	9	4	9	0	1	1	1	1	
146	9	4	4	0	1	1	1	1	
147	9	4	6	1	1	1	1	1	
148	9	4	13	0	1	1	1	1	
149	9	4	11	0	1	1	1	1	
150	9	4	10	1	1	1	1	1	
151	8	4	7	1	1	1	1	1	
152	8	4	12	0	1	1	1	1	
153	8	5	11	1	1	1	1	1	
154	8	5	10	0	1	1	0	1	
155	9	5	11	0	1	1	0	1	
156	9	4	9	1	1	1	1	1	
157	9	3	8	1	1	1	1	1	
158	8	3	6	1	1	1	0	1	
159	8	3	5	0	1	1	1	0	
160	8	4	13	1	1	1	1	1	
161	8	4	9	1	1	1	0	1	
162	8	4	5	1	1	0	1	1	
163	8	5	6	0	1	1	1	1	
164	9	5	14	0	1	1	1	1	
